plant,site,plot,trt,pair,acorn_source,year,rainfall,status,height,diam_base,dbh,neigh_height,neigh_diam_base,neigh_dbh,pdxpp
50,2,2,1,,3,2004,26.21,1,8,,,7,,,
50,2,2,1,,3,2005,89.26,1,23,,,15,,,
50,2,2,1,,3,2006,44.65,1,23,,,19,,,
50,2,2,1,,3,2007,16.71,1,25,,,15,,,
50,2,2,1,,3,2008,40.34,1,27,,,15,,,
50,2,2,1,,3,2009,33.22,1,33,,,15,,,
50,2,2,1,,3,2010,54.05,1,63,,,,,,
50,2,2,1,,3,2011,66.90,1,55,9,,35,6,,
50,2,2,1,,3,2012,30.20,1,56,19,,,,,
50,2,2,1,,3,2013,17.50,1,48,8,,,,,
50,2,2,1,,3,2014,20.12,1,48,9,,,,,
50,2,2,1,,3,2015,20.60,1,45,10,,,,,
50,2,2,1,,3,2016,25.88,1,46,10,,,,,
50,2,2,1,,3,2017,51.21,1,47,10,,,,,
50,2,2,1,,3,2018,21.01,1,49,10,,,,,
51,2,3,1,,1,2004,26.21,1,18,,,12,,,
51,2,3,1,,1,2005,89.26,1,41,,,15,,,
51,2,3,1,,1,2006,44.65,1,46,,,37,,,
51,2,3,1,,1,2007,16.71,1,47,,,41,,,
51,2,3,1,,1,2008,40.34,1,52,,,48,,,
51,2,3,1,,1,2009,33.22,1,56,,,52,,,
51,2,3,1,,1,2010,54.05,1,57,,,,,,
51,2,3,1,,1,2011,66.90,1,67,12.6,,63,10,,
51,2,3,1,,1,2012,30.20,1,67,15,,,,,
51,2,3,1,,1,2013,17.50,1,65,16,,,,,
51,2,3,1,,1,2014,20.12,1,66,15,,,,,
51,2,3,1,,1,2015,20.60,1,66,16,,,,,
51,2,3,1,,1,2016,25.88,1,67,20,,,,,
51,2,3,1,,1,2017,51.21,1,69,21,,,,,
51,2,3,1,,1,2018,21.01,1,74,22,,,,,
52,2,3,1,,1,2004,26.21,1,12,,,11,,,
52,2,3,1,,1,2005,89.26,1,35,,,32,,,
52,2,3,1,,1,2006,44.65,1,48,,,32,,,
52,2,3,1,,1,2007,16.71,1,46,,,31,,,
52,2,3,1,,1,2008,40.34,1,51,,,38,,,
52,2,3,1,,1,2009,33.22,1,51,,,51,,,
52,2,3,1,,1,2010,54.05,1,52,,,,,,
52,2,3,1,,1,2011,66.90,1,64,16,,51,9,,
52,2,3,1,,1,2012,30.20,1,52,9,,,,,
52,2,3,1,,1,2013,17.50,1,53,12,,,,,
52,2,3,1,,1,2014,20.12,1,46,10,,,,,
52,2,3,1,,1,2015,20.60,1,56,10,,,,,
52,2,3,1,,1,2016,25.88,1,75,11,,,,,
52,2,3,1,,1,2017,51.21,1,109,17,,,,,
52,2,3,1,,1,2018,21.01,1,122,19,,,,,
53,2,4,1,,3,2004,26.21,1,12,,,12,,,
53,2,4,1,,3,2005,89.26,1,20,,,19,,,
53,2,4,1,,3,2006,44.65,1,21,,,17,,,
53,2,4,1,,3,2007,16.71,1,29,,,17,,,
53,2,4,1,,3,2008,40.34,1,31,,,26,,,
53,2,4,1,,3,2009,33.22,1,33,,,29,,,
53,2,4,1,,3,2010,54.05,1,60,,,,,,
53,2,4,1,,3,2011,66.90,1,68,10,,52,6,,
53,2,4,1,,3,2012,30.20,1,69,13,,,,,
53,2,4,1,,3,2013,17.50,1,68,13,,,,,
53,2,4,1,,3,2014,20.12,1,72,15,,,,,
53,2,4,1,,3,2015,20.60,1,73,16,,,,,
53,2,4,1,,3,2016,25.88,1,71,18,,,,,
53,2,4,1,,3,2017,51.21,1,80,21,,,,,
53,2,4,1,,3,2018,21.01,1,90,25,,,,,
54,2,4,1,,3,2004,26.21,1,11,,,10,,,
54,2,4,1,,3,2005,89.26,1,32,,,28,,,
54,2,4,1,,3,2006,44.65,1,45,,,28,,,
54,2,4,1,,3,2007,16.71,1,51,,,35,,,
54,2,4,1,,3,2008,40.34,1,75,,,67,,,
54,2,4,1,,3,2009,33.22,1,74,,,69,,,
54,2,4,1,,3,2010,54.05,1,86,,,,,,
54,2,4,1,,3,2011,66.90,1,96,16.5,,88,15.7,,
54,2,4,1,,3,2012,30.20,1,101,21,,,,,
54,2,4,1,,3,2013,17.50,1,104,18,,,,,
54,2,4,1,,3,2014,20.12,1,114,21,,,,,
54,2,4,1,,3,2015,20.60,1,124,21,,,,,
54,2,4,1,,3,2016,25.88,1,123,24,,,,,
54,2,4,1,,3,2017,51.21,1,130,29,,,,,
54,2,4,1,,3,2018,21.01,1,150,34,4,,,,
55,2,4,1,,3,2004,26.21,1,15,,,10,,,
55,2,4,1,,3,2005,89.26,1,20,,,18,,,
55,2,4,1,,3,2006,44.65,1,26,,,22,,,
55,2,4,1,,3,2007,16.71,1,34,,,24,,,
55,2,4,1,,3,2008,40.34,1,46,,,28,,,
55,2,4,1,,3,2009,33.22,1,47,,,27,,,
55,2,4,1,,3,2010,54.05,1,53,,,,,,
55,2,4,1,,3,2011,66.90,1,82,13.7,,40,7.4,,
55,2,4,1,,3,2012,30.20,1,102,18,,,,,
55,2,4,1,,3,2013,17.50,1,106,21,,,,,
55,2,4,1,,3,2014,20.12,1,108,25,,,,,
55,2,4,1,,3,2015,20.60,1,124,25,,,,,
55,2,4,1,,3,2016,25.88,1,151,32,,,,,
55,2,4,1,,3,2017,51.21,1,251,38,15,,,,
55,2,4,1,,3,2018,21.01,1,257,45,21,,,,
56,2,5,1,,4,2004,26.21,1,10,,,10,,,
56,2,5,1,,4,2005,89.26,1,30,,,28,,,
56,2,5,1,,4,2006,44.65,1,49,,,41,,,
56,2,5,1,,4,2007,16.71,1,42,,,40,,,
56,2,5,1,,4,2008,40.34,1,42,,,40,,,
56,2,5,1,,4,2009,33.22,1,40,,,40,,,
56,2,5,1,,4,2010,54.05,1,48,,,,,,
56,2,5,1,,4,2011,66.90,1,74,13,,56,8,,
56,2,5,1,,4,2012,30.20,1,83,17,,,,,
56,2,5,1,,4,2013,17.50,1,87,15,,,,,
56,2,5,1,,4,2014,20.12,1,90,21,,,,,
56,2,5,1,,4,2015,20.60,1,96,23,,,,,
56,2,5,1,,4,2016,25.88,1,104,25,,,,,
56,2,5,1,,4,2017,51.21,1,177,32,7,,,,
56,2,5,1,,4,2018,21.01,1,198,38,12,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
